product_name,price,original_price,discount,category
(as Picture)Harajuku Joggers Trousers Mens Cargo Casual Pants Fashion Sweatpants Men Big Pocket Sweatpants Streetwear Male Spodnie Meskie XXM,"KSh 4,990","KSh 8,603",42%,sporting goods
Fashion Men Athletic Football Shoes Soccer Boots Sneakers,"KSh 4,780","KSh 5,800",18%,sporting goods
Men's Minimalist Trail Runner - Wide Toe Box - Barefoot Inspired Barefoot,"KSh 5,290","KSh 9,120",42%,sporting goods
"Table Tennis Set 2 Soft Long Handle Bat,3 40mm Balls, 1 Net with Post","KSh 1,290","KSh 1,990",35%,sporting goods
Ge Mikasa Volleyball Leather Training Professional Volleyball,"KSh 2,400","KSh 3,000",20%,sporting goods
Fashion Men's Sports Shorts For Training/Fitness/Running,"KSh 907 - KSh 1,299","KSh 1,299",30%,sporting goods
10 Attractive Colors Training Cones/Discs,"KSh 1,050","KSh 2,060",49%,sporting goods
Fashion Men’s Soccer Cleats High-top Women Indoor Outdoor Training Spike Football Shoes,"KSh 3,680","KSh 7,360",50%,sporting goods
Fashion 3 Pairs  Magic Compression Elastic Socks,KSh 799,"KSh 1,141",30%,sporting goods
Weight Lifting Belt Back Lumbar Support Strength Training,"KSh 2,700 - KSh 3,000","KSh 3,500",23%,sporting goods
Kids Bike Tricycle Bicycle For Children 1-4 Years Pink,"KSh 4,999","KSh 7,999",38%,sporting goods
Fashion Adjustable Back Shoulder Posture Corrector Belt Clavicle Spine Support Reshape Your Body Home Office Sport Upper Back Neck Brace,KSh 931,"KSh 1,800",48%,sporting goods
AceCamp Folding Map Compass With Mirror,"KSh 1,195","KSh 1,200",1%,sporting goods
Mikasa Volleyball Ball Size 5-MVA310,"KSh 2,990","KSh 4,000",25%,sporting goods
Yoga Knee Pad 15Mm Yoga Mat Thick Exercise,KSh 917,"KSh 1,375",33%,sporting goods
Fashion 10PCS Bare Lifts Instant Breast Lift Support Invisible Bra Shaper Adhesive Tape,KSh 294,KSh 454,35%,sporting goods
Blue light blocking men and women anti-fatigue headache computer glasses,KSh 603,"KSh 1,110",46%,sporting goods
Men's Compression Shorts With Pocket,"KSh 1,050","KSh 1,690",38%,sporting goods
"Portable Female Women Urinal Urination Toilet Silicone Urine Pee Device Funnel Camping Travel, Random Color Delivery",KSh 313,KSh 446,30%,sporting goods
GYM ADJUSTABLE DUMBELL WEIGHT LIFTING SET FOR BODY FITNESS AND WEIGHT LOSS.,"KSh 3,687 - KSh 7,199","KSh 3,787 - KSh 7,255",3%,sporting goods
Bestway  5 IN 1 Inflatable 2-seater Sofa-bed With Electric Pump sofa,"KSh 8,500","KSh 12,000",29%,sporting goods
Blue light blocking men and women anti-fatigue headache computer glasses,KSh 603,"KSh 1,110",46%,sporting goods
Premier 16 INCH THREE GUN BMX KIDS BICYCLE,"KSh 9,670","KSh 18,000",46%,sporting goods
30Pcs Universal 35mm Shafts 2BA Stems Tip Games Gray-30pcs,KSh 359,KSh 503,29%,sporting goods
Complete Kit Blue Roller Skates Shoes,"KSh 4,900","KSh 6,000 - KSh 6,800",28%,sporting goods
Basketball Ball + Pump,"KSh 1,765","KSh 2,500",29%,sporting goods
Bike Computer Bicycle Waterproof Wired Speedometer And,KSh 691,"KSh 1,181",41%,sporting goods
Size 5 Soccer Ball  + Free Any Random Size 2 Ball,"KSh 1,390","KSh 2,290",39%,sporting goods
Double Wheel Abs Roller + Tummy Trimmer + FREE Knee Mat,"KSh 1,458","KSh 2,500",42%,sporting goods
Kids Knee Pads Baby Crawling Anti-Slip Leg,KSh 420,KSh 700,40%,sporting goods
Swimming Goggles Cap Set Decoration Lightweight Cartoon,KSh 982,"KSh 1,178",17%,sporting goods
Carpal Tunnel Wrist Brace Compression Support Splint,"KSh 2,799","KSh 2,980",6%,sporting goods
Abdominal Trainer Six Pack Care Abs Core Exercise Bench With Pedal,"KSh 10,595","KSh 18,000",41%,sporting goods
Kojie San Original Kojic Skin Lightening Acid Soap,KSh 499,KSh 699,29%,sporting goods
AB Wheel Smooth Roller Plus Free Skipping Rope And Mat,"KSh 1,050","KSh 1,300",19%,sporting goods
Fashion Men High Top Football Shoes Soccer Boots Sneakers,"KSh 4,500","KSh 5,800",22%,sporting goods
Pink Roller Skating Shoes With Protective Gears,"KSh 4,899","KSh 7,200",32%,sporting goods
Wrist Support Brace Wrist Stabilizer Adjustable Wrist,KSh 218,KSh 371,41%,sporting goods
Absorbent Cycling Yoga Sport Sweat Headband Men Sweatband For Men And Women Yoga Hair Bands Head Sweat Bands Sports Safety,KSh 699,KSh 998,30%,sporting goods
Standard Indoor Volleyball Outdoor Size 5,"KSh 1,300","KSh 2,000",35%,sporting goods
Kids Portable Silicone Folding/collapsable Water Bottle,"KSh 1,300","KSh 1,500",13%,sporting goods
Night Vision Driving Glasses Plus Free Dark Glasses,KSh 650,KSh 800,19%,sporting goods
Fashion Sweat Sauna Pants,"KSh 2,000","KSh 2,500",20%,sporting goods
"Boxing Pads PU Leather Punch Mitts for Taekwondo Boxing Kick Target, Thai Boxing","KSh 1,775","KSh 2,304",23%,sporting goods
"Gripster,Grip Strength Trainer,Finger Strengthener",KSh 630,"KSh 1,104",43%,sporting goods
Premier 20 INCH THREE GUN BMX KIDS BICYCLE,"KSh 12,999","KSh 20,000",35%,sporting goods
Double Sided Exercise Fitness Yoga Mat 4mm,"KSh 1,600","KSh 2,800",43%,sporting goods
Foldable Camping Chair,"KSh 2,299","KSh 3,000",23%,sporting goods
Dear Body Noir Crystal For Men Body Mist,KSh 720,"KSh 1,000",28%,sporting goods
Blue light blocking men and women anti-fatigue headache computer glasses,KSh 589,"KSh 1,096",46%,sporting goods
Foldable Camping Chair With Free Carrier,"KSh 2,499","KSh 4,000",38%,sporting goods
WEST BIKING Mini 100PSI Foot Bicycle Tire Pump Portable Mountain Bike,KSh 990,"KSh 1,980",50%,sporting goods
Roller AB Wheel Roller Workout Arm And Waist Fitness Exerciser Wheel (Free Knee Mat),KSh 890,"KSh 1,000",11%,sporting goods
1/12 Dollhouse Wooden Furniture Miniature Round,KSh 383,KSh 766,50%,sporting goods
Mikasa Size 5 Soccer Ball,"KSh 1,600","KSh 2,000",20%,sporting goods
Fashion Adjustable Back Shoulder Posture Corrector Belt Clavicle Spine Support Reshape Your Body Home Office Sport Upper Back Neck Brace,KSh 980,"KSh 1,200",18%,sporting goods
Silicone cable clip,KSh 750,KSh 899,17%,sporting goods
Max Loading 20kg Adjustable Weighted Vest Weight Jacket,"KSh 3,789","KSh 6,320",40%,sporting goods
915 Generation 2 Inch Stainless Steel Marine Latches Pull Lift Handle Deck Hatch Marine Hardware Flat Pull Latches,"KSh 2,518","KSh 5,036",50%,sporting goods
"Venum Boxing Gloves, Pro Training Sparring","KSh 3,500","KSh 4,500",22%,sporting goods
Full Face Cover Motorcycle Protecting Face Cycling Headwear,KSh 359,KSh 576,38%,sporting goods
Fashion Watch Men Minimalist Men Ultra-thin Watch Simple Business Quartz WristWatch For Men,"KSh 1,442","KSh 2,162",33%,sporting goods
Fashion Motorcycle Riding Gloves Racing Gloves Outdoor  Breathable Full Finger Motorcycle Gloves  Non-Slip Cycling Gloves,KSh 699,"KSh 1,200",42%,sporting goods
Premium Football Official Match Ball Size 5,"KSh 1,699","KSh 1,800",6%,sporting goods
Lixada Bike Tail Light LED Bicycle Rear Light Cycling,KSh 289,KSh 463,38%,sporting goods
Double Sided Exercise Fitness Yoga Mat 4mm,"KSh 1,600","KSh 3,000",47%,sporting goods
Blue Speed Roller Skates Shoes,"KSh 3,499","KSh 4,200",17%,sporting goods
Foldable Camping Chair With Free Carrier Bag.,"KSh 2,802","KSh 3,500",20%,sporting goods
"Tummy Trimmer Abs Exerciser, Waist Trimmer, Fitness",KSh 999,"KSh 1,599",38%,sporting goods
Foam Barbell Pad Squat Protector Neck Pad Shoulder,"KSh 2,500","KSh 3,000",17%,sporting goods
Blue light blocking men and women anti-fatigue headache computer glasses,KSh 808,"KSh 1,384",42%,sporting goods
20L Camping Shower Bag Solar Heated Portable Outdoor Bath Bag Travel Hiking,"KSh 1,390","KSh 1,600",13%,sporting goods
Adjustable Fitness Skipping And Jumping Rope With Counter,KSh 450,KSh 700,36%,sporting goods
Anmuka 100pcs Fishing Hooks Barbed Fishhook For Saltwater,KSh 140,KSh 280,50%,sporting goods
Adult Elastic Silicone Swimming Long Hair  Waterproof Hat Silver,KSh 527,KSh 685,23%,sporting goods
4pcs / Set Luminous Tire Valve Cap  Split Effect 10 Sets Split Effect,KSh 99,KSh 141,30%,sporting goods
360° Removable Bicycle Phone Holder Motorcycle Phone Holder,KSh 884,"KSh 1,290",31%,sporting goods
Sunscreen Hand Sleeve Outdoor Arm Sleeve Sun Hand Protection,KSh 304,KSh 472,36%,sporting goods
Flamehorse Sports Waist Bag For Men Women Phone Holder Belt With,KSh 490,KSh 940,48%,sporting goods
Magnetic Self-Heating Lower Back Lumbar Waist Pad Belt Support Protector Promote Blood Circulation Ease Pain Brace Massage Band-black_XL,"KSh 1,061","KSh 1,428",26%,sporting goods
Fashion Tactical Chest Sling Bag Water Resistant Shoulder Backpack One Strap Daypack with Water Bottle Holder,"KSh 2,400","KSh 3,500",31%,sporting goods
2 Meter Red Line Knee Wraps For Weightlifting (Pair),"KSh 1,800","KSh 2,500",28%,sporting goods
"Mikasa Size 5 Soccer Ball  Black,Gold & White +Black,Gold & White +Free Pump +Pin","KSh 5,790","KSh 6,990",17%,sporting goods
4 Way Training Set With Chest Expander,"KSh 1,800","KSh 2,500",28%,sporting goods
Womens Winter V Neck Tops Knitted Ladies Casual Sweater Jumper Khaki L,KSh 659,KSh 926,29%,sporting goods
TOMSHOO Men's Summer Short Suits Cycling Set Cycling Jersey With 5D,"KSh 2,960","KSh 5,920",50%,sporting goods
Adjustable Weighted Vest 20KG Max Loading For Exercises,"KSh 9,100","KSh 10,000",9%,sporting goods
1 Pair Bike Brake Road Bike Drop Bar Brake Levers,"KSh 1,280","KSh 1,830",30%,sporting goods
Fashion Men Soccer Shoes AG High Ankle Football Boots Men Sneakers,"KSh 5,772","KSh 8,732",34%,sporting goods
"Running Belt Waist Pack Bag Waist Fanny Pack Phone Holder Sport Bags Reflective Runner Belt Fitness Workout Bag for Camping, Leisure, Jogging",KSh 780,"KSh 1,000",22%,sporting goods
Badminton Shuttlecocks Durable Goose Feather 12x Cork Head Black,"KSh 1,598","KSh 3,037",47%,sporting goods
Fashion Mens Stainless Steel Watches Luxury Calendar Quartz Wrist Watch Men,"KSh 1,583","KSh 2,375",33%,sporting goods
Yoga Mat Double Sided And Non Slip,"KSh 2,399","KSh 3,200",25%,sporting goods
home and office Mini Stepper Exercise Machine with Resistance Band For Weight Loss/CARDIO,"KSh 6,497","KSh 7,499",13%,sporting goods
Small Chews Jawline Exerciser Lightweight Muscle Shape Tool,KSh 366,KSh 695,47%,sporting goods
Dartboard Set 17'' Darts Dart Board Game,"KSh 2,240","KSh 2,640",15%,sporting goods
Winter Ski Earmuffs Cold-Day Outdoor Sports Cycling Riding,KSh 686,"KSh 1,170",41%,sporting goods
Roller Skating Shoes,"KSh 3,399","KSh 4,000",15%,sporting goods
1x Bike Tail Light USB Rechargeable Light Super Bright Safty Light Red,KSh 299,KSh 359,17%,sporting goods
Xhp50.2 Most Powerful Flashlight 5 Modes Usb Zoom Led Torch,"KSh 2,461","KSh 3,692",33%,sporting goods
Reflectors For Photography 110cm 2 In 1,"KSh 1,500","KSh 2,499",40%,sporting goods
NEOPRENE COATED BONE DUMBELL SET (PAIR),"KSh 1,744 - KSh 6,097","KSh 2,300 - KSh 12,100",50%,sporting goods
Fashion Men's Breathable Basketball Sneakers Trend Boy's Basketball Shoes Hight Cut Outdoor BasketBall Shoes For Men Shoes,"KSh 4,679 - KSh 5,398","KSh 9,358 - KSh 10,796",50%,sporting goods
Skateboard,"KSh 1,899","KSh 3,000",37%,sporting goods
Headlamp Light For Camping Hiking Or Mining or Night Working,"KSh 1,499","KSh 2,000",25%,sporting goods
Sports/Exercise/Running Phone Arm Band Pouch Phone Holder,KSh 789,"KSh 1,000",21%,sporting goods
Venum 10Oz Ladies' Premium Synthetic Leather Boxing Gloves - Black,"KSh 3,450","KSh 5,000",31%,sporting goods
Foam Roller - Deep Tissue Massager For Muscle Massage,"KSh 1,800","KSh 2,500",28%,sporting goods
6 Pieces Transparent 2BA Thread Dart Shafts And Dart Flights Blue,KSh 354,KSh 460,23%,sporting goods
Fashion PU Comfortable Casual Shoes,"KSh 6,122","KSh 12,244",50%,sporting goods
Kitchen Ware 4 Pcs Set Of Stainless Aluminium Sufuria No 1.4 + 4 Lids,"KSh 1,599","KSh 2,800",43%,sporting goods
Ice Winter Fishing Rod with Reel Combo Set Ice F,KSh 696,"KSh 1,265",45%,sporting goods
Skyview Original Perfect Skyview Hiking Boots,"KSh 3,500","KSh 4,500",22%,sporting goods
Golf Swing Trainer Stick Golf Training Aids For Te,"KSh 5,080","KSh 10,150",50%,sporting goods
1 Pair Morning Motion Sickness Relief Wrist Band Nausea-Blue,KSh 273,KSh 546,50%,sporting goods
MagiDeal 7pcs Adults Outdoor Sports Cycling Skating,"KSh 3,424","KSh 4,433",23%,sporting goods
Golf Swing Grip And Arm Band Weight Ring Practice,"KSh 2,552","KSh 5,103",50%,sporting goods
Belt Bag For Women Men Casual Sport Fanny Pack Waist Bag,"KSh 1,750","KSh 2,050",15%,sporting goods
Roller Skates Shoes,"KSh 3,499 - KSh 3,500","KSh 4,200",17%,sporting goods
Ultralight Sun Shelter Roof Camping Mat Beach Tent Pergola,"KSh 4,990 - KSh 7,045","KSh 8,956 - KSh 11,903",46%,sporting goods
JOHORSE 3-Digit Pas Helmet Lock Portable Anti-Theft Lo,"KSh 1,194","KSh 2,292",48%,sporting goods
Enjoy Life Body Luxuries Refreshing Enjoy Life Body Splash,KSh 390,KSh 500,22%,sporting goods
Men Soccer Shoes High Ankle Football Boots Men Sneakers,"KSh 2,987","KSh 3,867",23%,sporting goods
Quick Dry Men's Swimming Trunks Sport Underwear Drawstring,KSh 399,KSh 689,42%,sporting goods
Unilove  Outdoor Waist Belt Trouser Jeans Utility Black,KSh 635,KSh 874,27%,sporting goods
red fanny pack,"KSh 1,699","KSh 1,999",15%,sporting goods
Fashion Waterproof Outdoor Sports Leisure Daypack Roll Up Men Business Laptop Backpack Computer Bag for Outdoor Travel Camping Use,"KSh 4,064","KSh 6,956",42%,sporting goods
BADMINTON RACQUETS AND A SHUTTLE COCK AND FULL COVER,"KSh 2,199","KSh 2,999",27%,sporting goods
"Fashion Generic Fitness ,cycling Gloves",KSh 900,KSh 999,10%,sporting goods
Leather Workout Gym Gloves,KSh 999,"KSh 1,299",23%,sporting goods
Men Cycling Goggles Fishing Sunglasses UV400 Running Motorcycle Black,KSh 403,KSh 484,17%,sporting goods
Anmuka 100pcs Fishing Hooks Barbed Fishhook For Saltwater,KSh 145,KSh 290,50%,sporting goods
10KGS DUMBBELL PAIR(set),"KSh 3,088","KSh 3,800",19%,sporting goods
Military Tactical Waterproof Backpack Bag/Camping Backpack Bag/Hiking Backpack Bag,"KSh 2,499","KSh 3,000",17%,sporting goods
Aluminium Bike  Rear Gear Mech Derailleur Hangers With Screws Type 5,KSh 305,KSh 427,29%,sporting goods
Mini Stepper Exercise Machine For Weight Loss,"KSh 5,850","KSh 5,950",2%,sporting goods
Football Goalkeeper  For Adult Soccer Goalie - Size 9,"KSh 2,040","KSh 4,080",50%,sporting goods
Heavy duty outdoor portable and foldable camping chair,"KSh 3,299","KSh 5,000",34%,sporting goods
Cycling Socks Moisture-wicking Bike Socks Men Women Sports,KSh 330,KSh 660,50%,sporting goods
Fashion High Quality Unisex Kids Silicone Swimming Cap,KSh 440,KSh 790,44%,sporting goods
Gym Mats (Black Rubber),"KSh 3,300","KSh 3,800",13%,sporting goods
Hurry bolt COB LED Solar Panel Handheld Light Multifunctional Waterproof Solar Powered Lanterns Anti Slip USB Charging for Home,KSh 799,"KSh 1,800",56%,sporting goods
Lixada Men's 2-in-1 Running Shorts Quick Dry Breathable With Liner,"KSh 1,890 - KSh 2,090","KSh 2,843 - KSh 3,780",50%,sporting goods
Gym Weights,"KSh 2,019 - KSh 4,560","KSh 2,450 - KSh 5,000",18%,sporting goods
Macharia's Tactical Folding Pocket Knife For Men,"KSh 1,300","KSh 1,600",19%,sporting goods
Green Grass Lawn Spray High Quality Durable Liquid Seeding Lawn Greening Spray Hippie Green Grass Spray For Gardens Farms Lawns,"KSh 1,875","KSh 3,216",42%,sporting goods
Sunscreen Hand Sleeve Outdoor Arm Sleeve Sun Hand Protection,KSh 269,KSh 406,34%,sporting goods
Bicycle Chain Cleaner Cycling Bike Machine Brushes Scrubber,"KSh 1,200","KSh 1,750",31%,sporting goods
Multifunctional Outdoor Men's Electronic Watch Male and Female Student Running Sports Watch,"KSh 1,251","KSh 2,502",50%,sporting goods
Fitness Skipping And Jumping Rope,KSh 440,KSh 800,45%,sporting goods
"KENYAN Bandana (Neck Gaiter, Balaclava)",KSh 600,KSh 800,25%,sporting goods
Fashion MEN/WOMEN Posture Corrector Back Shoulder Lumbar Brace Belt,"KSh 1,490","KSh 2,251",34%,sporting goods
Red Roller Speed Skating Shoes,"KSh 3,499 - KSh 3,599","KSh 4,200",17%,sporting goods
6Pcs Reflective Clothing Bicycle Luminous Body,KSh 105,KSh 191,45%,sporting goods
Molten indoors & Outdoors Basketball,"KSh 2,500","KSh 3,600",31%,sporting goods
Plastic Space Cup Large_Capacity Transparent Frosted Water Cup Copper Lid Water Bottle With Time Marker 1000ML(Black-02),"KSh 1,748","KSh 2,919",40%,sporting goods
Striker Zoomer For Swimming Flippers/ Fins/,"KSh 4,200 - KSh 4,900","KSh 4,500 - KSh 5,500",11%,sporting goods
Double Sided Exercise Fitness Yoga Mat 6mm,"KSh 2,000","KSh 2,500",20%,sporting goods
Fly Fishing Flies Lure 5pcs/bag Spinnerbaits Spoon Scud Fly For Trout Fly Tying Fishing Streamer Tying Artificial Lure Spinners-silver_Red_size20 5pcs_14,"KSh 1,061","KSh 1,428",26%,sporting goods
Mikasa Official Match Ball For Volleyball Size 4,"KSh 2,499","KSh 4,800",48%,sporting goods
Fashion Men's All-match Leather Shoes-White,"KSh 2,722","KSh 3,769",28%,sporting goods
Flexible Armband Football Team Captain Band Arm Training Soccer Armband Yellow,KSh 281,KSh 531,47%,sporting goods
UV400 Protective Lens Windproof Dust-proof Skiing  Clear,KSh 545,KSh 654,17%,sporting goods
Anmuka 100pcs Fishing Hooks Barbed Fishhook For Saltwater,KSh 120,KSh 156,23%,sporting goods
"Tummy Trimmer Exerciser + AB Wheel Roller FREE Knee Mat,","KSh 1,600","KSh 2,000",20%,sporting goods
11 pieces power Resistance Bands,"KSh 1,899","KSh 1,999",5%,sporting goods
Fashion Outdoor/Fitness Half Finger Gloves Non-slip.,KSh 850,KSh 899,5%,sporting goods
Ultra Long Casting Fishing Lure 20cm Saltwater Sinking,KSh 445,KSh 890,50%,sporting goods
Five Finger Wrist Puller， Finger Strength ，Muscle Recovery Gym Workout Trainer,"KSh 1,080","KSh 2,150",50%,sporting goods
"Heavy Duty Armoured Cable Lock Security for Motorbike, Scooter ,Bike","KSh 1,499","KSh 2,500",40%,sporting goods
Ancient Greek Gods Tactical Folding Men Pocket Knife,"KSh 1,300","KSh 1,600",19%,sporting goods
Men Full Neck Sweater,KSh 799,"KSh 1,000",20%,sporting goods
Power Arm Strength Twister,KSh 998,"KSh 1,875",47%,sporting goods
"Hurry bolt 3 in 1 Solar USB Rechargeable Brightest COB LED Camping Lantern, Charging for Device, Waterproof Emergency Flashlight LED Light",KSh 850,"KSh 1,900",55%,sporting goods
Foldable Professional Push Up Board,"KSh 3,500","KSh 7,000",50%,sporting goods
LED Flashlight Rechargeable Head Lights Headlamps,KSh 794,"KSh 1,400",43%,sporting goods
Kydex Internal Iwb Holster For Canik TP9SF Elite,"KSh 5,190","KSh 8,948",42%,sporting goods
3Pcs Resistance Bands,"KSh 1,398","KSh 2,000",30%,sporting goods
5-8 PEOPLE AUTOMATIC WATERPROOF CAMPING TENT,"KSh 9,989","KSh 17,889",44%,sporting goods
Adjustable Roller Skating Shoes,"KSh 3,600 - KSh 3,799","KSh 4,500",20%,sporting goods
AB Roller Workout Arm And Waist Fitness Exerciser Wheel (Free Knee Mat).,"KSh 1,110","KSh 1,800",38%,sporting goods
Ultra Long Casting Fishing Lure 20cm Saltwater Sinking,KSh 394,KSh 512,23%,sporting goods
Fitness Chest Expander And Tummy Trimmer 5 Calibrated Spring,KSh 998,"KSh 1,829",45%,sporting goods
915 Generation Bike Light Bicycle Motorized Bike Friction Dynamo Generator,"KSh 1,875","KSh 3,469",46%,sporting goods
Fashion Black Unisex Gloves,KSh 499,KSh 600,17%,sporting goods
"Everlast Essential Curved Boxing Pads--Velcro Straps, Breathable","KSh 3,199","KSh 4,900",35%,sporting goods
Boys Girls Kids Skates Children Roller Skates Skating Shoes Sliding Adjustable Quad Sneakers 4 Wheels 2 Row Line Outdoor,"KSh 5,299","KSh 5,400",2%,sporting goods
Electronic Dart Board Dartboard Set LCD Score Display With 6 Darts 18 Tips Sets Party Toy Funny Flying Game Gift Box Home Decor,"KSh 6,649","KSh 13,297",50%,sporting goods
"Health & Fitness Mini Stepper Machine, Stair Stepper Exercise Equipment with Resistance Bands and LCD Monitor, Air Climber Stepping Fitness Machine for Home Workout","KSh 6,497","KSh 8,999",28%,sporting goods
Fitness Walking And Jogging Pad Ultra Slim Treadmill,"KSh 48,000","KSh 53,000",9%,sporting goods
4MM Camping Tent Reflective Guyline Rope Guy Line Cord,"KSh 1,180","KSh 1,770",33%,sporting goods
Blue light blocking men and women anti-fatigue headache computer glasses,"KSh 1,006","KSh 1,924",48%,sporting goods
